,word,content
28,광견병,"광견병은 인간을 비롯한 모든 포유류에게 감염되고 사망률이 100% 가까운 무시무시한 질병이다. 일본에서는 1957년 이후 발생하지 않고 있지만 우리나라나 중국에서는 아직도 나타나고 있고 세계적으로도 여러 건의 발생이 보고되며 많은 희생자가 나오고 있다. 엄중한 검역체제를 취하고 있지만 최근에는 해외에서 들여오는 동물이 증가하고 있기 때문에 방심은 금물이다. [증상] 잠복해 있다가 발병하기까지는 약 1주일에서 1년 정도로 기간이 다양하다. 이 질병에 감염되면 중추신경에 이상이 생겨 이상하게 짖거나 침을 흘리면서 배회하는 등의 수상쩍은 행동을 하며 흉포해지고, 점점 근육이 마비되면서 움직이지 못하게 되다가 사망에 이르게 된다. 또 감염되자마자 마비상태가 되어 며칠 만에 사망하는 마비형도 있다. [원인] 광견병에 걸린 개에게 물리면 타액 속에 섞여 있는 광견병 바이러스가 체내에 침입한다. 바이러스는 신경에서부터 척추나 뇌에 도달해서 신경증상을 일으킨다...."
29,노령견 케어 10가지 수칙,① 단차를 없앤다 다리가 약한 고령견에게는 작은 단차도 부담이 된다. 오르내리기 쉬운 단차를 만들어준다. ② 미끄럼 방지를 마룻바닥은 미끄러지기 쉬워서 다리와 허리에 가해지는 부담이 크므로 카펫을 깔아서 미끄러지지 않도록 배려한다. ③ 하우스는 실내에 감염에 대한 기능이 저하되어 컨디션이 무너지기 쉬우므로 노화가 보인다면 실내에서 키우는 것이 좋다. ④ 잠자리는 쿠션이 좋은 것으로 매트나 타월 등으로 두툼하게 만들어 몸이 아프지 않도록 해준다. 잠만 자는 개의 경우 화장실시트를 사이에 깔아준다. ⑤ 산책을 싫어한다면 억지로 시키지 않는다 관절에 통증이 있어서 움직이기 싫어하는 것일 수도 있다. 싫어하게 되었다면 억지로 끌고 나가지 않는다. ⑥ 바닥의 장애물을 줄인다 시력이 저하되면 소리와 감각에 의지하며 걷게 된다. 부딪치거나 부상의 원인이 되는 것을 치운다. ⑦ 자주 말을 걸어준다 감각기능의 저하는 불안을 야기한다. 주인의 존재를 알려주고 다정하게...
30,피부 종양,"피부나 피하에 생기는 종양은 유선 종양 다음으로 발생률이 높은 종양이다. 양성에는 선종, 지방종, 상피종이 있고, 악성에는 편평상피암, 선암, 비만세포종 등 다양한 타입이 있다. 피부종양의 경우 체표에 멍울이 나타나는 경우가 많기 때문에 발견하기 쉽지만 양성인지 악성인지를 주인이 스스로 판단하기는 곤란하므로 발견 즉시 진료를 받도록 한다. [증상] 피부나 피하에 멍울이 느껴진다. 종양이 커지거나 수가 많아지는 경우에는 내장으로 전이될 위험성이 증대한다. 궤양이나 외상과 구별하기 어려운 경우도 많으므로 주의가 필요하다. 악성 편평상피암은 털이 빠지고 궤양이 되거나 부스럼이나 피부병 또는 상처처럼 보인다. 두부나 복부, 회음부에 잘 발생한다. 선암은 귀나 항문에 잘 발생한다. 단기간에 커지거나 림프관이나 혈관을 통해 전이되기도 쉬운 암이다. 비만세포종 또한 전이되기 쉬운 악성암으로, 하반신에 많이 발생하고 나이를 먹을수록 발생 빈도가 높아진다. 종양이 생긴..."
31,눈이 이상하다,"눈병은 가려움이나 통증만 동반하는 것이 아니라 심한 경우 시력에도 영향을 미친다. 뇌나 신경질환이 눈에 발현되는 경우도 있다. [증례 차트 - 눈이 이상하다] 증상 유추할 수 있는 질병 대처 • 눈의 이상 외에도 경련발작 등의 증상이 있다. • 안구가 끊임없이 떨린다. • 동공이 열린 상태이다, 좌우대칭이 맞지 않는다. • 녹내장 • 전정장애 • 뇌나 신경장애 긴급히 병원으로 • 눈을 심하게 아파한다(자주 깜빡인다, 눈을 가늘게 뜬다). • 눈이 보이지 않는다. • 백내장 • 포도막염 • 녹내장 • 눈의 상처, 이물질 • 각막염 • 망막박리 눈이 앞으로 튀어나와 있다. • 녹내장 • 안구 탈출 렌즈가 하얗고 뿌옇다. • 백내장 • 당뇨병 빨리 병원으로 • 끈적거리는 눈곱이 다량으로 나온다. • 눈이 빨개진다. • 눈물이 많이 나온다. • 눈을 가려워하거나 통증이 있다. • 결막염 • 포도막염 •"
32,미리 익혀두어야 할 기본기술,"[보정] 개가 버둥거려 처치하기 어려운 경우에는 보정이 필요하다. 병원에서 진찰을 받을 때에도 사용할 수 있으므로 배워두자. [부상견을 운반하는 방법] 목욕수건이나 이불 등으로 삼각건을 만들어 개를 들어 올리는 방법, 이불이나 판자, 다리미판 등을 들것 대신으로 삼고 끈으로 개를 고정(판자의 경우)하는 방법 등이 있다. 판자에 실을 때에는 개를 들어 올리지 말고 미끄러뜨려 옮긴다. [지혈 방법] 작은 상처이며 출혈이 적다면 자연스럽게 멎지만, 출혈량이 많고 내버려두면 멎지 않는 경우에는 지혈 처치를 해준다. [인공호흡과 심장 마사지] • 인공호흡 1. 개를 옆으로 눕히고 심장이 뛰는지 확인한다. 2. 입안을 깨끗이 하고 혀를 빼내어 공기가 기도로 들어가기 쉽게 한다. 3. 개의 목을 내밀어 일자가 되게 하고 손을 둥글게 말아서 입을 틀어막은 상태로 코끝을 잡고 콧구멍에 크게 숨을 불어넣는다(개의 가슴이 부풀어 오르는지 확인하면서). 4. 개에게서 입을 떼어 폐에서 자연스럽"
33,심장사상충증,"대표적인 심장 질병으로 심장사상충(개사상충)이라는 기생충이 심장이나 폐동맥에 기생해서 발생한다. 증상이 심해지면 호흡곤란을 일으키고 다른 장기에도 이상을 초래하는 중대한 질병인데, 중·대형견에서는 기생 수가 적으면 무증상으로 넘어가기도 한다. 모기가 옮기는 이 질병의 발병률은 현재 예방이나 환경 정비로 감소하기는 했지만 여전히 밖에서 사는 개의 사인 중 대다수를 차지하고 있다. [증상] 심장사상충은 몸길이가 20~30cm 정도 되는 기생충으로, 심장과 그 주변의 굵은 혈관 속에 기생한다. 가벼운 기침으로 시작해서 질병이 진행되면 기침이 만성화되고 천식처럼 심해진다. 기침을 하면서 자극으로 복수가 차서 빵빵하게 부어오르기도 하며 호흡곤란이나 식욕부진, 운동을 싫어하는 등의 증상을 보이게 된다. 또 급성 심장사상충증으로 갑자기 심하게 호흡곤란이 오고 커피색 소변이 배출되기도 하고 심부전으로 생명을 잃기도 한다. [원인] 모기가 감염된 개의 피를 빨아들일 때..."
34,폐렴,"폐 조직에 염증이 일어나는 것이 폐렴이다. 기관지염이나 인두염이 병발해 있는 경우도 많고, 심한 발열이나 호흡곤란으로 쓰러지거나, 간혹 사망에 이르기도 하는 중대한 질병이다. [증상] 기침이 나오는 일이 많고 하악거리는 괴로운 숨소리를 내기도 한다. 가슴에 귀를 대면 힘들게 쌔액쌔액거리는 건조한 소리가 들리기도 한다. 증상이 심해지면 고열이 나고 호흡이 얕고 빠르게 진행되어 호흡곤란까지 온다. 특히 새끼 등은 순식간에 악화되는 경우가 있으므로 주의해야 한다. [원인] 바이러스나 세균, 진균 또는 기생충 등의 감염에 의해 발생하는 경우가 있다 또 알레르기가 원인이 되거나 드물게는 자극성 가스나 약품을 삼켜서 일어나기도 한다. [치료와 간호] 항생물질 외에 진핵제, 거담제, 소염제 등을 투여한다. 중증인 경우에는 산소흡입이 필요하다. 가정에서는 안정을 유지시키고, 공기의 환기나 온도에 신경 쓴다."
35,거대 식도증,"음식물을 위로 보내는 기관인 식도에 이상증상이 번지면서 음식물이 정체해 위로 넘어가지 못하고 토해내는 질병이다. 선천적인 경우와 후천적인 경우가 있다. [증상] 음식물이나 물이 식도가 확장된 부분에 정체되어 위로 들어가지 않기 때문에 식후 몇 분에서 몇 시간 사이에 토하게 된다. 빈도는 다양하지만 일반적인 구토와 다르게 토할 때 반사적으로 음식물이 튀어나가는 토출이라는 구토증상이다. 음식물의 일부가 폐로 들어가 폐렴을 일으키는 경우도 종종 있다. 호흡곤란이나 발열을 동반하는 경우가 있고 점점 여위어간다. [원인] 유전적인 경우도 많지만 식도의 근육을 움직이는 신경이 다쳐서 발생하기도 한다. 또 식도협착, 중증 근무력증, 전신성 홍반성 낭창 등 다른 질병에 감염되어 일어나는 경우도 있다. [치료와 간호] 원인인 질병이 있는 경우에는 그것부터 치료한다. 완치가 어렵기 때문에 식사를 주는 방법에 대해 연구해서 토하는 것을 방지하도록 한다. 개를 세운 상태에서 개보다..."
36,침을 많이 흘린다,"개는 침을 뚝뚝 잘 흘리지만, 양이 너무 많은 경우에는 질병일 가능성도 있다. 구강 내 질병뿐만 아니라 감염증이나 중독도 생각해볼 수 있다. [증례 차트 - 침을 많이 흘린다] 증상 유추할 수 있는 질병 대처 • 경련 등 이상 증상세를 동반한다. • 음식을 먹으려 해도 삼키지 못한다. • 간질 • 광견병 • 중독 • 홍역 긴급히 병원으로 • 침에 피가 섞여 있다. • 침에서 냄새가 난다. • 구내염 • 치주 질환 • 입안이나 턱의 상처, 타액샘의 염증 빨리 병원으로 • 침이 멈추지 않는다. • 입 주변을 긁는다. • 식도 내 이물 • 입안이나 이 사이의 이물질 조금 많이 흘리는 듯하지만, 기운이나 식욕이 있다. 상태를 지켜본다. • 관찰 포인트 구내염이나 치주 질환, 타액샘의 염증 등에서는 냄새나는 침이 나오거나 침에 피가 섞여 있다. 또 식도나 입안에 이물이 있으면 침이 멈추지 않고 자주 입을"
37,슬개골 탈구,"무릎 관절 위에 있는 슬개골이 어긋나는 질병이다. 사고나 높은 곳에서 추락하는 등의 충격에 의해 발생하는데, 그 밖에도 선천적으로 관절의 형체가 나빠서 쉽게 탈구되는 견종도 있고 소형견에게 많이 발생한다. [증상] 가벼운 경우에는 통증도 없고 개가 스스로 이탈을 치료하는 경우도 있지만, 심한 경우에는 어긋난 관절부가 붓거나 인대가 파열되어 아프기 때문에 다리를 질질 끌거나 들고 걷기도 한다. 안쪽으로 어긋났는지 바깥쪽으로 어긋났는지에 따라 방향은 바뀌지만 무릎 아래쪽이 뒤틀리고 다리가 완만하게 휘어서 O다리나 X다리가 된다. [원인] 외상인 경우는 견종을 불문하고 일어나지만, 선천적인 형성이상은 토이푸들, 포메라니안, 요크셔테리어, 말티즈 등의 소형견에게서 흔히 볼 수 있다. [치료와 간호] 외부에서 힘을 가해 원래대로 되돌릴 수 있는 경우도 있지만 대부분은 재발한다. 수술을 하는 것이 일반적이며 증상이나 정도에 따라 수많은 수술법이 있다. 다리의 변형은 시간이..."
38,자궁축농증,"자궁은 태아를 발육시키는 장소이다. 자궁에 세균이 감염되어 염증을 일으키고 고름이 쌓이는 것이 자궁축농증이다. 5세 이상의 암컷에게 발생하기 쉬우며 내부에 고름이 쌓여서 나오지 않는 경우에는 신속하게 치료를 하지 않으면 생명에 지장을 주기도 하는 위험한 질병이다. [증상] 고름이 밖으로 나오는 개방형과 안에 쌓여서 배출되지 않는 폐색형이 있다. 양쪽 다 기운이 없어지고 물을 많이 마시게 되고 소변양이 증가하고(다음, 다뇨), 대부분의 경우에 외음부가 부어오른다. 개방형에서는 음부에 불쾌한 냄새가 나는 고름이나 혈농 등의 분비물이 나온다. 증상이 더 심한 것은 폐색형으로 자궁 내부에 대량의 고름이 쌓여서 임신한 개처럼 배가 부풀어 오르고 구토나 설사 등의 증상이 나타난다. 증상이 진행되면 빈혈이나 신부전을 일으킬 수도 있다. [원인] 출산 경험이 없는 개나 한 번만 출산한 개가 걸리기 쉽다. 발정기에는 세균이 침입하기 쉽기 때문에 발정기 이후에 많이 발병한다는..."
39,심리 문제의 케어 대책 - 원인부터 알아보자,반려견이 일으키는 문제행동. 일괄적으로 생각하지 말고 그 원인을 탐색해보자. 원인을 알면 올바른 대처법을 발견할 수 있을 것이다. [개의 심리적 질병은 주인의 문제] 개가 문제행동을 일으키는 것은 말로 전달하지 못하는 대신에 행동으로 무언가를 호소하는 것이라고 이해하자. 개에게도 희로애락의 감정이 있고 마음이 있기 때문이다. 문제를 일으킨다고 해서 고함을 지르거나 야단치거나 때려서 말을 듣게 하는 것은 말도 안 되는 짓이다. 일단 원인을 찾아보는 것이 중요하다. 외로운 것인지 불안한 것인지 화가 나 있는 것인지 그 원인을 이해한다면 올바른 대처가 가능하므로 사랑하는 반려견의 심리적 질병을 제거할 수 있다. '이 애는 못쓰겠다'라며 방치하지 말고 애정을 담아 대하자. 또 훈련이 철저하게 되어 있지 않거나 주인이 개를 대하는 방법에 문제가 원인인 경우도 있다. 애견의 심리적 문제는 주인의 책임이라는 것을 잊지 말고 평소의 접촉 방법을 개선해보자. [문제행동 1 - 불안에...
